chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016094300.1	NW_016094300.1.489617.489617	489617	489617	+	1.71E-16	4.07E-15	-20.31152648
NW_016094300.1	NW_016094300.1.936735.936735	936735	936735	+	3.88E-15	7.84E-14	25.68649886
NW_016094300.1	NW_016094300.1.1025795.1025795	1025795	1025795	-	2.27E-09	2.16E-08	-24.08366977
NW_016094300.1	NW_016094300.1.2379895.2379895	2379895	2379895	-	2.29E-28	2.05E-26	-34.69490154
NW_016094300.1	NW_016094300.1.2379917.2379917	2379917	2379917	-	1.34E-27	1.08E-25	-34.71942446
NW_016094301.1	NW_016094301.1.378702.378702	378702	378702	+	8.66E-13	1.33E-11	-27.42613749
NW_016094301.1	NW_016094301.1.378745.378745	378745	378745	+	0.000000005	4.49E-08	-21.24147949
NW_016094301.1	NW_016094301.1.546696.546696	546696	546696	-	4.37E-09	3.99E-08	-20.05665205
NW_016094301.1	NW_016094301.1.682249.682249	682249	682249	-	1.06E-14	2.05E-13	-26.46675503
NW_016094301.1	NW_016094301.1.682324.682324	682324	682324	-	7.13E-28	6.09E-26	-33.50435855
NW_016094301.1	NW_016094301.1.708422.708422	708422	708422	-	5.60E-14	1.00E-12	-21.9005848
NW_016094301.1	NW_016094301.1.821385.821385	821385	821385	+	4.04E-18	1.16E-16	-27.78290194
NW_016094301.1	NW_016094301.1.1188420.1188420	1188420	1188420	+	8.64E-41	2.51E-38	-33.45224396
NW_016094301.1	NW_016094301.1.1188443.1188443	1188443	1188443	+	3.89E-27	3.01E-25	-25.76619965
NW_016094301.1	NW_016094301.1.1616485.1616485	1616485	1616485	-	4.64E-20	1.67E-18	-27.93062574
NW_016094301.1	NW_016094301.1.1841722.1841722	1841722	1841722	-	4.00E-12	5.62E-11	24.27631579
NW_016094301.1	NW_016094301.1.1841731.1841731	1841731	1841731	-	1.74E-09	1.68E-08	20.13175231
NW_016094301.1	NW_016094301.1.1935629.1935629	1935629	1935629	-	2.42E-13	3.99E-12	-28.51186461
NW_016094301.1	NW_016094301.1.1935647.1935647	1935647	1935647	-	2.36E-08	1.90E-07	-22.77475879
NW_016094302.1	NW_016094302.1.1297059.1297059	1297059	1297059	+	1.23E-10	1.40E-09	-20.47738081
NW_016094302.1	NW_016094302.1.2177785.2177785	2177785	2177785	-	2.64E-23	1.37E-21	-32.92209451
NW_016094302.1	NW_016094302.1.2177828.2177828	2177828	2177828	-	1.67E-25	1.12E-23	-33.537182
NW_016094302.1	NW_016094302.1.2259747.2259747	2259747	2259747	+	3.09E-08	2.45E-07	-20.67823357
NW_016094302.1	NW_016094302.1.2259775.2259775	2259775	2259775	+	7.59E-08	5.63E-07	-20.3630363
NW_016094303.1	NW_016094303.1.320865.320865	320865	320865	-	3.11E-05	0.000140193	-21.12676056
NW_016094303.1	NW_016094303.1.320891.320891	320891	320891	-	2.10E-13	3.48E-12	-30.27295285
NW_016094303.1	NW_016094303.1.320900.320900	320900	320900	-	4.45E-13	7.10E-12	-29.28232418
NW_016094303.1	NW_016094303.1.320907.320907	320907	320907	-	2.17E-11	2.75E-10	-30.27998185
NW_016094303.1	NW_016094303.1.320922.320922	320922	320922	-	3.89E-16	8.91E-15	-32.98822923
NW_016094304.1	NW_016094304.1.915321.915321	915321	915321	-	1.12E-08	9.58E-08	-22.52570734
NW_016094304.1	NW_016094304.1.915354.915354	915354	915354	-	1.03E-15	2.24E-14	-25.12675648
NW_016094305.1	NW_016094305.1.731690.731690	731690	731690	-	6.57E-12	8.94E-11	-23.534689
NW_016094305.1	NW_016094305.1.731715.731715	731715	731715	-	9.89E-14	1.72E-12	-28.90266807
NW_016094305.1	NW_016094305.1.1363162.1363162	1363162	1363162	-	2.29E-14	4.26E-13	-27.92379061
NW_016094306.1	NW_016094306.1.101926.101926	101926	101926	+	4.59E-13	7.32E-12	-20.13801958
NW_016094306.1	NW_016094306.1.171056.171056	171056	171056	-	9.34E-10	9.41E-09	-24.60479852
NW_016094306.1	NW_016094306.1.171129.171129	171129	171129	-	2.13E-09	2.04E-08	-21.60992415
NW_016094306.1	NW_016094306.1.205619.205619	205619	205619	+	5.24E-48	3.32E-45	-30.67818532
NW_016094306.1	NW_016094306.1.205693.205693	205693	205693	+	1.32E-35	2.53E-33	-22.10540396
NW_016094306.1	NW_016094306.1.283791.283791	283791	283791	-	8.17E-17	2.00E-15	-32.41395962
NW_016094306.1	NW_016094306.1.818830.818830	818830	818830	+	1.26E-11	1.64E-10	-25.25083612
NW_016094306.1	NW_016094306.1.1302914.1302914	1302914	1302914	+	1.42E-19	4.80E-18	-30.21314402
NW_016094306.1	NW_016094306.1.1322659.1322659	1322659	1322659	-	2.57E-11	3.22E-10	-23.15090872
NW_016094307.1	NW_016094307.1.658885.658885	658885	658885	+	2.26E-19	7.50E-18	-33.11453376
NW_016094307.1	NW_016094307.1.952889.952889	952889	952889	+	5.51E-08	4.19E-07	-24.17197587
NW_016094307.1	NW_016094307.1.952893.952893	952893	952893	+	1.64E-07	1.15E-06	-24.3104273
NW_016094307.1	NW_016094307.1.952916.952916	952916	952916	+	1.14E-12	1.73E-11	-32.87200757
NW_016094307.1	NW_016094307.1.1276323.1276323	1276323	1276323	+	2.47E-19	8.13E-18	-29.78991789
NW_016094307.1	NW_016094307.1.1276376.1276376	1276376	1276376	+	2.12E-13	3.50E-12	-30.26094276
NW_016094307.1	NW_016094307.1.2277273.2277273	2277273	2277273	-	4.67E-18	1.33E-16	-20.59601113
NW_016094307.1	NW_016094307.1.2292902.2292902	2292902	2292902	-	4.73E-11	5.68E-10	-24.32858018
NW_016094307.1	NW_016094307.1.2292953.2292953	2292953	2292953	-	1.02E-08	8.77E-08	-20.63435038
NW_016094308.1	NW_016094308.1.2034776.2034776	2034776	2034776	+	5.25E-12	7.23E-11	-35.30942675
NW_016094308.1	NW_016094308.1.2054833.2054833	2054833	2054833	+	6.67E-19	2.11E-17	-29.05779031
NW_016094308.1	NW_016094308.1.2054864.2054864	2054864	2054864	+	1.58E-10	1.78E-09	-21.63695518
NW_016094308.1	NW_016094308.1.2054870.2054870	2054870	2054870	+	5.23E-13	8.27E-12	-21.87581767
NW_016094308.1	NW_016094308.1.2054873.2054873	2054873	2054873	+	1.36E-14	2.59E-13	-28.62851641
NW_016094309.1	NW_016094309.1.605157.605157	605157	605157	-	3.30E-11	4.06E-10	20.4356563
NW_016094309.1	NW_016094309.1.605159.605159	605159	605159	-	5.67E-09	5.06E-08	20.33919886
NW_016094310.1	NW_016094310.1.10026.10026	10026	10026	-	3.75E-07	2.48E-06	-21.75017159
NW_016094310.1	NW_016094310.1.236147.236147	236147	236147	-	1.17E-08	9.94E-08	-20.68147285
NW_016094310.1	NW_016094310.1.236193.236193	236193	236193	-	8.05E-08	5.95E-07	-24.26104494
NW_016094310.1	NW_016094310.1.236205.236205	236205	236205	-	2.89E-17	7.45E-16	-23.68405763
NW_016094310.1	NW_016094310.1.631320.631320	631320	631320	+	5.10E-45	2.28E-42	-25.68551132
NW_016094310.1	NW_016094310.1.631346.631346	631346	631346	+	1.68E-46	8.43E-44	-22.62064826
NW_016094310.1	NW_016094310.1.631358.631358	631358	631358	+	5.02E-40	1.34E-37	-22.20332862
NW_016094310.1	NW_016094310.1.1339008.1339008	1339008	1339008	+	1.11E-19	3.82E-18	-28.17761332
NW_016094310.1	NW_016094310.1.2043956.2043956	2043956	2043956	+	3.84E-21	1.56E-19	-31.75472575
NW_016094310.1	NW_016094310.1.2043987.2043987	2043987	2043987	+	4.05E-21	1.64E-19	-33.42795163
NW_016094310.1	NW_016094310.1.2044013.2044013	2044013	2044013	+	1.07E-24	6.61E-23	-39.92964353
NW_016094311.1	NW_016094311.1.1653411.1653411	1653411	1653411	+	2.73E-12	3.94E-11	32.76632119
NW_016094311.1	NW_016094311.1.1654337.1654337	1654337	1654337	-	1.77E-23	9.36E-22	-33.12055834
NW_016094311.1	NW_016094311.1.1819506.1819506	1819506	1819506	+	7.29E-14	1.28E-12	-29.87916298
NW_016094311.1	NW_016094311.1.1819541.1819541	1819541	1819541	+	1.18E-12	1.79E-11	-29.88824721
NW_016094311.1	NW_016094311.1.1819549.1819549	1819549	1819549	+	1.73E-10	1.93E-09	-27.43145743
NW_016094312.1	NW_016094312.1.671436.671436	671436	671436	-	5.04E-16	1.14E-14	-21.89729293
NW_016094312.1	NW_016094312.1.671466.671466	671466	671466	-	7.23E-11	8.50E-10	-20.89208733
NW_016094312.1	NW_016094312.1.1517884.1517884	1517884	1517884	-	2.31E-10	2.54E-09	20.2602944
NW_016094312.1	NW_016094312.1.1583750.1583750	1583750	1583750	+	1.18E-25	7.99E-24	-35.64212124
NW_016094312.1	NW_016094312.1.1583778.1583778	1583778	1583778	+	8.21E-19	2.56E-17	-33.84773663
NW_016094312.1	NW_016094312.1.1583792.1583792	1583792	1583792	+	4.43E-22	1.98E-20	-39.45706536
NW_016094312.1	NW_016094312.1.1583797.1583797	1583797	1583797	+	8.41E-28	7.09E-26	-49.39084725
NW_016094312.1	NW_016094312.1.1583804.1583804	1583804	1583804	+	2.98E-25	1.92E-23	-45.31883584
NW_016094312.1	NW_016094312.1.2062526.2062526	2062526	2062526	-	2.16E-28	1.95E-26	-29.95434677
NW_016094313.1	NW_016094313.1.905432.905432	905432	905432	+	1.10E-09	0.000000011	-22.89955658
NW_016094313.1	NW_016094313.1.1996964.1996964	1996964	1996964	+	2.55E-08	2.05E-07	25
NW_016094314.1	NW_016094314.1.1219014.1219014	1219014	1219014	-	6.86E-10	0.000000007	-20.01429388
NW_016094314.1	NW_016094314.1.2187995.2187995	2187995	2187995	-	2.52E-09	2.39E-08	-20.36857502
NW_016094314.1	NW_016094314.1.2188056.2188056	2188056	2188056	-	9.29E-21	3.59E-19	-31.19235837
NW_016094315.1	NW_016094315.1.346303.346303	346303	346303	-	6.93E-15	1.36E-13	-28.07368071
NW_016094315.1	NW_016094315.1.426209.426209	426209	426209	+	2.08E-14	3.89E-13	-29.2577088
NW_016094315.1	NW_016094315.1.426232.426232	426232	426232	+	3.59E-08	2.82E-07	-20.98765432
NW_016094316.1	NW_016094316.1.291808.291808	291808	291808	+	1.07E-20	4.12E-19	-32.15655928
NW_016094316.1	NW_016094316.1.291836.291836	291836	291836	+	7.71E-15	1.50E-13	-28.75748452
NW_016094316.1	NW_016094316.1.291852.291852	291852	291852	+	1.40E-17	3.77E-16	-32.83126095
NW_016094316.1	NW_016094316.1.291858.291858	291858	291858	+	3.53E-12	5.00E-11	-24.63413687
NW_016094316.1	NW_016094316.1.291875.291875	291875	291875	+	9.70E-23	4.72E-21	-36.01669822
NW_016094316.1	NW_016094316.1.291878.291878	291878	291878	+	2.48E-20	9.24E-19	-35.3077545
NW_016094316.1	NW_016094316.1.473632.473632	473632	473632	-	3.18E-11	3.93E-10	20.54301337
NW_016094316.1	NW_016094316.1.636543.636543	636543	636543	+	7.06E-12	9.56E-11	-26.30373375
NW_016094316.1	NW_016094316.1.644834.644834	644834	644834	-	2.56E-15	5.28E-14	-36.74620646
NW_016094316.1	NW_016094316.1.727192.727192	727192	727192	-	5.05E-13	8.00E-12	-20.9481326
NW_016094316.1	NW_016094316.1.727240.727240	727240	727240	-	1.58E-17	4.23E-16	-30.51129482
NW_016094316.1	NW_016094316.1.1159048.1159048	1159048	1159048	-	1.06E-11	1.39E-10	-20.74612821
NW_016094316.1	NW_016094316.1.1937788.1937788	1937788	1937788	+	7.91E-24	4.37E-22	-24.57820989
NW_016094316.1	NW_016094316.1.2150130.2150130	2150130	2150130	-	4.67E-10	4.92E-09	-22.07555626
NW_016094317.1	NW_016094317.1.23304.23304	23304	23304	+	1.25E-21	5.29E-20	-21.12246647
NW_016094317.1	NW_016094317.1.53884.53884	53884	53884	-	4.19E-07	2.74E-06	22.38461
NW_016094317.1	NW_016094317.1.181127.181127	181127	181127	+	4.28E-39	1.12E-36	-44.39006485
NW_016094317.1	NW_016094317.1.181156.181156	181156	181156	+	1.75E-34	2.88E-32	-42.19201851
NW_016094317.1	NW_016094317.1.181158.181158	181158	181158	+	2.14E-29	2.19E-27	-37.99917571
NW_016094317.1	NW_016094317.1.181161.181161	181161	181161	+	2.25E-30	2.59E-28	-39.59093185
NW_016094317.1	NW_016094317.1.181179.181179	181179	181179	+	6.49E-15	1.28E-13	-26.95133588
NW_016094317.1	NW_016094317.1.181185.181185	181185	181185	+	2.92E-15	5.98E-14	-27.15662195
NW_016094317.1	NW_016094317.1.208539.208539	208539	208539	-	5.11E-12	7.05E-11	28.8034188
NW_016094317.1	NW_016094317.1.208609.208609	208609	208609	-	2.52E-10	2.75E-09	22.19495091
NW_016094317.1	NW_016094317.1.712352.712352	712352	712352	-	1.85E-11	2.37E-10	25.14546138
NW_016094317.1	NW_016094317.1.712355.712355	712355	712355	-	6.72E-21	2.64E-19	34.32432432
NW_016094317.1	NW_016094317.1.712421.712421	712421	712421	-	2.06E-14	3.84E-13	28.41268029
NW_016094317.1	NW_016094317.1.1000598.1000598	1000598	1000598	-	1.57E-09	1.53E-08	-24.95223452
NW_016094317.1	NW_016094317.1.1000670.1000670	1000670	1000670	-	1.38E-12	2.07E-11	-26.86826049
NW_016094317.1	NW_016094317.1.1180232.1180232	1180232	1180232	-	2.23E-19	7.41E-18	-25.77936836
NW_016094317.1	NW_016094317.1.1180269.1180269	1180269	1180269	-	2.74E-20	1.02E-18	-26.21534455
NW_016094317.1	NW_016094317.1.1791998.1791998	1791998	1791998	+	1.10E-26	8.19E-25	-37.56049612
NW_016094317.1	NW_016094317.1.2170620.2170620	2170620	2170620	-	2.70E-11	3.38E-10	-23.57567605
NW_016094317.1	NW_016094317.1.2170682.2170682	2170682	2170682	+	1.23E-34	2.12E-32	-40.46816601
NW_016094317.1	NW_016094317.1.2170780.2170780	2170780	2170780	-	7.09E-21	2.77E-19	-27.20066735
NW_016094317.1	NW_016094317.1.2170797.2170797	2170797	2170797	-	2.59E-30	2.92E-28	-34.06964381
NW_016094317.1	NW_016094317.1.2170805.2170805	2170805	2170805	-	6.93E-23	3.41E-21	-28.53598015
NW_016094317.1	NW_016094317.1.2170818.2170818	2170818	2170818	-	1.69E-31	2.09E-29	-33.60960979
NW_016094318.1	NW_016094318.1.583836.583836	583836	583836	-	8.99E-12	1.20E-10	-23.13113661
NW_016094318.1	NW_016094318.1.958006.958006	958006	958006	+	8.00E-28	6.77E-26	-26.5212783
NW_016094318.1	NW_016094318.1.958025.958025	958025	958025	+	7.77E-20	2.73E-18	-22.92141663
NW_016094318.1	NW_016094318.1.958033.958033	958033	958033	+	8.69E-31	1.03E-28	-29.6371673
NW_016094318.1	NW_016094318.1.958044.958044	958044	958044	+	8.03E-16	1.76E-14	-21.80767193
NW_016094318.1	NW_016094318.1.958080.958080	958080	958080	+	2.19E-18	6.46E-17	-23.71275644
NW_016094318.1	NW_016094318.1.2059286.2059286	2059286	2059286	+	6.48E-08	0.000000486	29.60991736
NW_016094318.1	NW_016094318.1.2091600.2091600	2091600	2091600	-	4.36E-15	8.79E-14	-31.93155802
NW_016094318.1	NW_016094318.1.2091603.2091603	2091603	2091603	-	6.84E-19	2.16E-17	-32.1976434
NW_016094318.1	NW_016094318.1.2091611.2091611	2091611	2091611	-	3.17E-16	7.33E-15	-28.98677679
NW_016094318.1	NW_016094318.1.2091666.2091666	2091666	2091666	-	1.77E-17	4.72E-16	-30.23203323
NW_016094318.1	NW_016094318.1.2169987.2169987	2169987	2169987	+	1.14E-31	1.45E-29	-32.70897644
NW_016094318.1	NW_016094318.1.2170036.2170036	2170036	2170036	+	1.99E-23	1.05E-21	-24.33423181
NW_016094319.1	NW_016094319.1.844909.844909	844909	844909	+	9.42E-22	4.03E-20	-29.29607533
NW_016094319.1	NW_016094319.1.1046575.1046575	1046575	1046575	+	1.00E-43	3.97E-41	-26.98807503
NW_016094319.1	NW_016094319.1.1210491.1210491	1210491	1210491	+	7.92E-07	4.92E-06	-22.46239648
NW_016094319.1	NW_016094319.1.1279283.1279283	1279283	1279283	-	0.000000009	7.75E-08	-21.22222222
NW_016094319.1	NW_016094319.1.1660013.1660013	1660013	1660013	-	1.88E-12	2.77E-11	-32.59905896
NW_016094319.1	NW_016094319.1.1758201.1758201	1758201	1758201	-	6.79E-08	5.07E-07	24.60931104
NW_016094319.1	NW_016094319.1.1758247.1758247	1758247	1758247	-	1.74E-18	5.21E-17	24.00612341
NW_016094319.1	NW_016094319.1.1786613.1786613	1786613	1786613	-	5.23E-18	1.48E-16	-24.59453692
NW_016094320.1	NW_016094320.1.253482.253482	253482	253482	-	1.11E-12	1.69E-11	-29.54179567
NW_016094320.1	NW_016094320.1.574585.574585	574585	574585	-	4.05E-17	1.02E-15	-25.30285864
NW_016094320.1	NW_016094320.1.641665.641665	641665	641665	+	1.59E-14	3.02E-13	-25.81998806
NW_016094320.1	NW_016094320.1.731969.731969	731969	731969	-	1.07E-23	5.76E-22	-22.99852505
NW_016094320.1	NW_016094320.1.1251270.1251270	1251270	1251270	-	5.77E-07	3.67E-06	-21.78093645
NW_016094320.1	NW_016094320.1.1565141.1565141	1565141	1565141	+	6.27E-12	8.56E-11	-22.07617389
NW_016094320.1	NW_016094320.1.1581542.1581542	1581542	1581542	+	3.59E-08	2.82E-07	-24.89975942
NW_016094320.1	NW_016094320.1.1581565.1581565	1581565	1581565	+	1.08E-09	1.08E-08	-23.80043003
NW_016094320.1	NW_016094320.1.1601257.1601257	1601257	1601257	+	2.52E-11	3.16E-10	-22.15949575
NW_016094320.1	NW_016094320.1.1601277.1601277	1601277	1601277	+	3.41E-12	4.84E-11	-24.61830236
NW_016094320.1	NW_016094320.1.2039901.2039901	2039901	2039901	+	6.06E-17	1.50E-15	-32.49854397
NW_016094321.1	NW_016094321.1.56962.56962	56962	56962	+	5.95E-07	0.000003778	-20.12146875
NW_016094321.1	NW_016094321.1.56970.56970	56970	56970	+	1.92E-09	1.84E-08	-23.94160902
NW_016094321.1	NW_016094321.1.354981.354981	354981	354981	+	1.72E-07	1.20E-06	-21.80795051
NW_016094321.1	NW_016094321.1.414750.414750	414750	414750	+	5.25E-07	3.37E-06	-20.85588023
NW_016094321.1	NW_016094321.1.414769.414769	414769	414769	+	2.56E-08	2.05E-07	-23.34947683
NW_016094321.1	NW_016094321.1.431838.431838	431838	431838	-	1.42E-09	1.39E-08	-27.63149665
NW_016094321.1	NW_016094321.1.681657.681657	681657	681657	+	4.98E-13	7.90E-12	-28.89775561
NW_016094321.1	NW_016094321.1.842778.842778	842778	842778	-	6.77E-22	2.96E-20	31.02153682
NW_016094321.1	NW_016094321.1.850414.850414	850414	850414	-	9.96E-07	6.07E-06	-26.01809955
NW_016094321.1	NW_016094321.1.887500.887500	887500	887500	+	1.71E-17	4.54E-16	-36.69997388
NW_016094321.1	NW_016094321.1.978716.978716	978716	978716	+	1.42E-09	1.39E-08	-21.17661114
NW_016094321.1	NW_016094321.1.1680209.1680209	1680209	1680209	+	2.87E-21	1.17E-19	-28.24430295
NW_016094321.1	NW_016094321.1.1680233.1680233	1680233	1680233	+	5.56E-25	3.49E-23	-41.3609238
NW_016094321.1	NW_016094321.1.1680239.1680239	1680239	1680239	+	8.34E-24	4.58E-22	-39.54971356
NW_016094322.1	NW_016094322.1.360663.360663	360663	360663	-	6.62E-22	2.91E-20	-24.62825969
NW_016094322.1	NW_016094322.1.468726.468726	468726	468726	-	1.04E-30	1.22E-28	-20.17575061
NW_016094322.1	NW_016094322.1.1401122.1401122	1401122	1401122	+	5.31E-15	1.06E-13	-30.37297861
NW_016094322.1	NW_016094322.1.1543253.1543253	1543253	1543253	+	4.02E-08	3.12E-07	-20.16978814
NW_016094322.1	NW_016094322.1.1764873.1764873	1764873	1764873	+	6.80E-21	2.67E-19	-29.86129784
NW_016094323.1	NW_016094323.1.644174.644174	644174	644174	+	8.62E-24	4.71E-22	-23.26340098
NW_016094323.1	NW_016094323.1.828939.828939	828939	828939	-	2.49E-13	4.10E-12	-24.98697677
NW_016094323.1	NW_016094323.1.1079984.1079984	1079984	1079984	+	6.69E-24	3.75E-22	-37.51113998
NW_016094323.1	NW_016094323.1.1080034.1080034	1080034	1080034	+	4.73E-11	5.68E-10	-25.57344616
NW_016094323.1	NW_016094323.1.1265910.1265910	1265910	1265910	-	5.93E-28	5.14E-26	-33.49893681
NW_016094323.1	NW_016094323.1.1442272.1442272	1442272	1442272	-	1.63E-16	3.89E-15	28.84557805
NW_016094324.1	NW_016094324.1.10941.10941	10941	10941	-	1.05E-18	3.22E-17	-29.76385718
NW_016094324.1	NW_016094324.1.292349.292349	292349	292349	+	8.42E-11	0.000000001	-20.00677507
NW_016094324.1	NW_016094324.1.454753.454753	454753	454753	+	5.84E-10	6.07E-09	27.44872532
NW_016094324.1	NW_016094324.1.677109.677109	677109	677109	+	9.98E-26	6.83E-24	-32.6574992
NW_016094324.1	NW_016094324.1.713273.713273	713273	713273	+	1.89E-14	3.54E-13	-21.20647468
NW_016094324.1	NW_016094324.1.737749.737749	737749	737749	-	1.32E-23	7.05E-22	-41.44769988
NW_016094324.1	NW_016094324.1.737779.737779	737779	737779	-	6.24E-16	1.39E-14	-31.40458798
NW_016094324.1	NW_016094324.1.879262.879262	879262	879262	+	3.89E-06	0.000021184	22.12243402
NW_016094324.1	NW_016094324.1.883502.883502	883502	883502	-	1.19E-05	5.86E-05	20.34001438
NW_016094324.1	NW_016094324.1.1331097.1331097	1331097	1331097	-	1.30E-17	3.50E-16	-31.50530846
NW_016094324.1	NW_016094324.1.2037176.2037176	2037176	2037176	+	2.62E-20	9.75E-19	-28.25001335
NW_016094324.1	NW_016094324.1.2037246.2037246	2037246	2037246	+	9.78E-11	1.13E-09	-20.71168913
NW_016094325.1	NW_016094325.1.882258.882258	882258	882258	-	3.40E-12	4.84E-11	20.98185142
NW_016094326.1	NW_016094326.1.182606.182606	182606	182606	-	2.44E-12	3.53E-11	31.03059354
NW_016094326.1	NW_016094326.1.182681.182681	182681	182681	-	1.28E-08	0.000000108	24.23546123
NW_016094326.1	NW_016094326.1.706909.706909	706909	706909	-	1.59E-17	4.25E-16	-33.05758802
NW_016094326.1	NW_016094326.1.706913.706913	706913	706913	-	3.86E-22	1.75E-20	-35.1761079
NW_016094326.1	NW_016094326.1.706918.706918	706918	706918	-	7.50E-26	5.19E-24	-38.84814434
NW_016094326.1	NW_016094326.1.706943.706943	706943	706943	-	8.01E-41	2.38E-38	-47.6859283
NW_016094326.1	NW_016094326.1.1339076.1339076	1339076	1339076	+	5.39E-23	2.69E-21	-26.18385678
NW_016094327.1	NW_016094327.1.1868614.1868614	1868614	1868614	+	1.77E-57	2.13E-54	-30.89497952
NW_016094327.1	NW_016094327.1.1869034.1869034	1869034	1869034	-	4.74E-12	6.59E-11	-29.54141584
NW_016094328.1	NW_016094328.1.172989.172989	172989	172989	+	2.47E-16	5.77E-15	-26.60551657
NW_016094328.1	NW_016094328.1.173014.173014	173014	173014	+	2.82E-12	4.07E-11	-20.15148759
NW_016094328.1	NW_016094328.1.2051163.2051163	2051163	2051163	+	1.74E-18	5.21E-17	-24.90895207
NW_016094329.1	NW_016094329.1.589380.589380	589380	589380	+	3.75E-06	2.05E-05	-21.5487943
NW_016094329.1	NW_016094329.1.837845.837845	837845	837845	-	3.50E-07	2.32E-06	-26.79438059
NW_016094330.1	NW_016094330.1.595226.595226	595226	595226	-	5.26E-10	5.50E-09	34.33272235
NW_016094330.1	NW_016094330.1.595241.595241	595241	595241	-	7.56E-12	1.02E-10	28.85176498
NW_016094330.1	NW_016094330.1.786471.786471	786471	786471	-	1.26E-06	7.58E-06	-22.49378625
NW_016094330.1	NW_016094330.1.807752.807752	807752	807752	+	5.55E-10	5.79E-09	-21.97802198
NW_016094330.1	NW_016094330.1.807774.807774	807774	807774	+	1.04E-12	1.59E-11	-26.13186517
NW_016094330.1	NW_016094330.1.807787.807787	807787	807787	+	1.66E-08	1.37E-07	-20.5539119
NW_016094330.1	NW_016094330.1.902516.902516	902516	902516	+	2.50E-45	1.14E-42	-26.24845038
NW_016094330.1	NW_016094330.1.902540.902540	902540	902540	+	1.45E-55	1.45E-52	-32.84276514
NW_016094330.1	NW_016094330.1.902545.902545	902545	902545	+	1.54E-70	5.29E-67	-38.5842773
NW_016094330.1	NW_016094330.1.902549.902549	902549	902549	+	4.69E-60	8.70E-57	-34.24443725
NW_016094330.1	NW_016094330.1.1634411.1634411	1634411	1634411	-	8.38E-16	1.83E-14	-20.60981132
NW_016094330.1	NW_016094330.1.1660224.1660224	1660224	1660224	-	2.00E-14	3.75E-13	-37.43026499
NW_016094330.1	NW_016094330.1.1660261.1660261	1660261	1660261	-	2.71E-22	1.26E-20	-43.79551821
NW_016094330.1	NW_016094330.1.1660285.1660285	1660285	1660285	-	1.58E-18	4.76E-17	-36.63572774
NW_016094330.1	NW_016094330.1.1835411.1835411	1835411	1835411	-	1.25E-29	1.32E-27	-41.64998332
NW_016094330.1	NW_016094330.1.1835473.1835473	1835473	1835473	-	5.93E-24	3.36E-22	-33.74749718
NW_016094330.1	NW_016094330.1.1852989.1852989	1852989	1852989	-	2.22E-09	2.11E-08	-22.17288663
NW_016094330.1	NW_016094330.1.1852994.1852994	1852994	1852994	-	3.25E-07	2.17E-06	-21.43034271
NW_016094332.1	NW_016094332.1.214878.214878	214878	214878	+	1.63E-08	1.35E-07	-20.08060425
NW_016094332.1	NW_016094332.1.302472.302472	302472	302472	+	6.85E-16	1.52E-14	28.3542471
NW_016094332.1	NW_016094332.1.490568.490568	490568	490568	+	2.68E-29	2.72E-27	-23.85676871
NW_016094332.1	NW_016094332.1.713362.713362	713362	713362	+	1.54E-13	2.62E-12	-25.33522862
NW_016094332.1	NW_016094332.1.713426.713426	713426	713426	+	1.22E-08	1.03E-07	-22.48272884
NW_016094332.1	NW_016094332.1.1470456.1470456	1470456	1470456	+	1.35E-08	1.13E-07	-20.77294686
NW_016094332.1	NW_016094332.1.1696723.1696723	1696723	1696723	-	2.58E-18	7.56E-17	-22.18711068
NW_016094332.1	NW_016094332.1.1696732.1696732	1696732	1696732	-	3.02E-46	1.49E-43	-34.37444934
NW_016094332.1	NW_016094332.1.1772912.1772912	1772912	1772912	+	2.85E-35	5.28E-33	-29.9974071
NW_016094332.1	NW_016094332.1.1772945.1772945	1772945	1772945	+	3.97E-13	6.39E-12	-20.24793041
NW_016094333.1	NW_016094333.1.234643.234643	234643	234643	+	2.98E-22	1.37E-20	-24.94505495
NW_016094333.1	NW_016094333.1.234686.234686	234686	234686	+	4.81E-20	1.72E-18	-26.84609414
NW_016094333.1	NW_016094333.1.234694.234694	234694	234694	+	2.62E-14	4.86E-13	-21.92352647
NW_016094333.1	NW_016094333.1.461741.461741	461741	461741	+	3.26E-24	1.91E-22	-30.46073951
NW_016094333.1	NW_016094333.1.467392.467392	467392	467392	+	4.16E-56	4.56E-53	-46.90483726
NW_016094333.1	NW_016094333.1.467407.467407	467407	467407	+	8.57E-44	3.44E-41	-46.63435395
NW_016094333.1	NW_016094333.1.467423.467423	467423	467423	+	3.14E-37	7.06E-35	-39.02557148
NW_016094333.1	NW_016094333.1.467445.467445	467445	467445	+	3.03E-15	6.18E-14	-27.66660314
NW_016094333.1	NW_016094333.1.467447.467447	467447	467447	+	7.59E-24	4.22E-22	-34.92021929
NW_016094333.1	NW_016094333.1.467458.467458	467458	467458	+	1.01E-36	2.15E-34	-40.4961465
NW_016094333.1	NW_016094333.1.467464.467464	467464	467464	+	1.01E-30	1.19E-28	-38.75480844
NW_016094333.1	NW_016094333.1.651529.651529	651529	651529	-	2.30E-15	4.79E-14	-23.63554507
NW_016094333.1	NW_016094333.1.912009.912009	912009	912009	+	6.84E-07	4.29E-06	-22.8988604
